Mark;Site;Longit_d;Latit_d;Altit_m;X_m;Y_m;Z_m;Country
KUMT;KUMT;78.19039;41.86352;4012.84983;974207.2463;4659359.971;4237004.254;Kyrgyzstan
KUMT;KUMT;78.19039;41.86352;4012.84983;974207.2463;4659359.971;4237004.254;Kyrgyzstan
KUN4;KULA;75.56853;41.35815;1954.82602;1195236.243;4644542.972;4193651.907;Kyrgyzstan
KUN5;KULA;75.56835;41.35814;1952.59665;1195250.178;4644538.29;4193649.431;Kyrgyzstan
KUN6;KULA;75.56884;41.35815;1960.33932;1195211.53;4644553.285;4193655.6;Kyrgyzstan
KUN7;KULA;75.56893;41.35813;1960.43447;1195204.519;4644556.414;4193654.258;Kyrgyzstan
KUNJ;KUNJ;75.44655;36.85057;4623.40837;1284975.177;4949576.993;3806908.84;China
KUNK;KUNK;75.76129;41.74924;2699.9409;1172651.565;4621141.046;4226662.613;Kyrgyzstan
KUR4;KURD;75.08626;43.37944;891.31046;1195137.166;4487322.716;4358847.883;Kazakhstan
KUR5;KURD;75.08628;43.37944;891.03656;1195135.068;4487322.483;4358848.52;Kazakhstan
KUR6;KURD;75.08631;43.37948;890.54478;1195132.214;4487319.75;4358851.36;Kazakhstan
KURA;KURA;78.16099;43.48269;997.83646;951120.9656;4537324.06;4367253.063;Kazakhstan
KURD;KURD;75.0863;43.37944;891.02089;1195134.016;4487322.71;4358848.366;Kazakhstan
KURT;KURY;76.33866;43.89376;523.60513;1087395.451;4473791.575;4399955.538;Kazakhstan
KURV;KURV;73.6667;41.34403;2094.11389;1349047.684;4603406.887;4192569.796;Kyrgyzstan
KURV;KURV;73.66656;41.34407;2094.26133;1349047.684;4603406.887;4192569.796;Kyrgyzstan
KURY;KURY;76.33846;43.89349;509.99725;1087413.817;4473798.319;4399924.496;Kazakhstan
KUT3;KURY;76.33793;43.88715;542.64222;1087576.682;4474285.679;4399439.422;Kazakhstan
KUT4;KURY;76.33863;43.89374;522.0238;1087397.945;4473791.519;4399952.611;Kazakhstan
KUT5;KURY;76.33859;43.89372;520.59617;1087401.423;4473791.028;4399950.204;Kazakhstan
KUT6;KURY;76.3386;43.89379;521.72414;1087399.268;4473786.884;4399956.548;Kazakhstan
KUYT;KUYT;84.94611;44.38508;499.80299;402231.861;4548255.917;4439120.245;China
KYZ4;KYZA;75.13531;42.09173;2626.53592;1216531.983;4583426.386;4254930.446;Kyrgyzstan
KYZ5;KYZA;75.13529;42.09169;2626.35204;1216533.689;4583428.158;4254927.609;Kyrgyzstan
KYZ6;KYZA;75.13532;42.09171;2626.52259;1216531.502;4583427.448;4254929.231;Kyrgyzstan
KYZA;KYZA;75.13533;42.09174;2625.66163;1216530.417;4583425.84;4254931.208;Kyrgyzstan
KZY4;KZYL;75.97721;40.52257;3477.11283;1177095.068;4713083.318;4124524.717;Kyrgyzstan
KZY5;KZYL;75.97719;40.52257;3476.56876;1177096.306;4713082.708;4124524.21;Kyrgyzstan
KZYL;KZYL;75.97721;40.5226;3476.73295;1177094.2;4713081.273;4124526.7;Kyrgyzstan
KZZ4;KZZ4;78.31349;43.52224;697.44202;938384.5601;4536663.396;4370234.028;Kazakhstan
LAM4;LAMZ;69.93314;39.77404;1774.96182;1684757.453;4612078.6;4059870.314;Kyrgyzstan
LAM5;LAMZ;69.93315;39.77399;1775.44392;1684757.749;4612082.855;4059866.139;Kyrgyzstan
LAMZ;LAMZ;69.93314;39.77404;1774.16514;1684757.242;4612078.026;4059869.804;Kyrgyzstan
LCK3;LCK3;80.95563689;26.91218023;64.16657;894676.193;5620593.447;2869571.139;India
LJM4;ALJM;73.2209;41.57146;2052.05142;1379975.521;4576730.118;4211475.191;Kyrgyzstan
MAD4;MAID;66.84501;38.61481;1407.29509;1962647.816;4589153.071;3959875.892;Uzbekistan
MAD5;MAID;66.84489;38.61487;1404.82023;1962655.274;4589143.251;3959879.561;Uzbekistan
MAEV;MAEV;74.755;42.70578;1410.89751;1234594.561;4529996.959;4304498.298;Kyrgyzstan
MAID;MAID;66.845;38.61483;1406.83138;1962648.644;4589151.292;3959876.826;Uzbekistan
MANM;MANM;71.68043;37.5423;2304.38028;1592131.665;4808650.019;3866691.115;Tajikistan
MAT4;MAT4;78.50114;44.22535;1528.74373;912845.2901;4487232.932;4427135.644;Kazakhstan
MAT5;MAT4;78.50116;44.22538;1528.442;912843.2492;4487230.622;4427137.963;Kazakhstan
MATA;MAT4;78.50117;44.22536;1528.34418;912842.6076;4487232.359;4427136.278;Kazakhstan
MAY1;MAYA;76.47833;43.15536;1079.63319;1089794.03;4531757.937;4340847.146;Kazakhstan
MAYA;MAYA;76.47836;43.15538;1081.06086;1089789.498;4531758.977;4340849.274;Kazakhstan
MAZ4;MAZR;70.65524;40.95764;1362.52808;1598190.858;4552312.581;4159766.528;Uzbekistan
MAZ5;MAZR;70.65527;40.95765;1362.21609;1598188.412;4552312.573;4159766.98;Uzbekistan
MAZA;MAZA;77.00521;36.57717;4968.52254;1154012.888;5000654.012;3782775;China
MAZR;MAZR;70.65529;40.95769;1361.01567;1598184.982;4552310.054;4159769.251;Uzbekistan
MDG4;MDGN;70.15725;40.03474;1725.82335;1660386.542;4601126.623;4082049.625;Kyrgyzstan
MDG5;MDGN;70.15733;40.03478;1725.9742;1660379.625;4601125.699;4082053.676;Kyrgyzstan
MDGN;MDGN;70.15727;40.03475;1725.83713;1660384.634;4601126.332;4082050.779;Kyrgyzstan
MEDE;MEDE;77.01698;43.17885;1342.7488;1046782.457;4540250.15;4342931.069;Kazakhstan
MER4;MERK;73.34125;42.52417;2767.52479;1350187.037;4512203.997;4290564.058;Kazakhstan
MKC4;MKC4;74.69929;41.32021;1759.34937;1266254.394;4628419.421;4190358.491;Kyrgyzstan
MKC5;MKC4;74.69928;41.32024;1759.33866;1266254.301;4628417.222;4190360.916;Kyrgyzstan
MKR4;MKRT;73.04515;42.24819;3130.35789;1379594.752;4525199.387;4268155.146;Kyrgyzstan
MNG4;MNG4;79.32289902;42.75691023;2286.04731;869306.4057;4610774.101;4309264.565;Kazakhstan
MNJ4;MNJ4;79.3229;42.75691;2286.02876;869306.6393;4610774.106;4309264.506;Kazakhstan
MOL4;MOLD;75.03775;41.66883;3198.50602;1232543.695;4612067.304;4220324.06;Kyrgyzstan
MOL5;MOLD;75.03775;41.66883;3198.5801;1232543.672;4612067.84;4220323.733;Kyrgyzstan
MOL6;MOLD;75.03778;41.66884;3198.48804;1232541.349;4612067.639;4220324.492;Kyrgyzstan
MOLD;MOLD;75.03781;41.6688;3198.52043;1232539.859;4612070.72;4220321.69;Kyrgyzstan
MUD4;MUDU;76.57224;41.1286;3345.58291;1117840.508;4682139.046;4175391.337;Kyrgyzstan
MUDU;MUDU;76.57224;41.12864;3344.98669;1117839.263;4682135.492;4175394.714;Kyrgyzstan
MUJI;MUJI;74.42651;39.02385;3507.17232;1332809.773;4782127.346;3996582.268;China
MUN4;MUN4;78.11204;42.43856;1741.2272;971397.1261;4614411.722;4282855.435;Kyrgyzstan
MUS4;MUST;73.31821;42.17504;2616.73462;1359471.426;4536589.821;4261789.59;Kyrgyzstan
MUST;MUST;73.31787;42.17493;2567.05261;1359476.331;4536591.156;4261786.555;Kyrgyzstan
MZTG;I048;80.86554;38.45107;1138.52638;794130.6331;4938903.388;3945485.021;China
NAM4;NAM4;71.0739;40.70843;326.3348;1570500.13;4580249.201;4138144.354;Uzbekistan
NAM5;NAM4;71.07386;40.70839;326.51727;1570503.89;4580251.024;4138141.208;Uzbekistan
NANA;NANA;84.29424;43.26836;1606.63347;462574.6079;4629688.143;4350359.09;China
NAR4;NARY;76.2546;41.44553;2191.64806;1138053.963;4652458.023;4201089.856;Kyrgyzstan
NAR5;NARY;76.25462;41.4455;2190.79263;1138052.672;4652460.088;4201086.602;Kyrgyzstan
NAR6;NARY;76.25449;41.44554;2189.25099;1138061.92;4652453.691;4201088.825;Kyrgyzstan
NAR7;NARY;76.25459;41.4455;2190.56302;1138054.627;4652458.697;4201087.282;Kyrgyzstan
NARY;NARY;76.25457;41.44549;2190.76527;1138056.907;4652460.08;4201085.351;Kyrgyzstan
NBA4;NBAN;79.99987;42.59917;2178.61402;816819.3383;4632347.724;4296304.424;Kazakhstan
NGS4;KNGS;75.72986;41.87533;2701.93589;1172883.868;4611445.683;4237106.853;Kyrgyzstan
NGS5;KNGS;75.72982;41.87533;2700.72198;1172886.726;4611443.825;4237106.264;Kyrgyzstan
NIUJ;NIUJ;85.55475;43.93785;1415.94639;356629.5578;4587448.796;4404104.203;China
NJK4;NJK4;77.94606;42.24806;1899.415;987762.1943;4625635.791;4267317.034;Kyrgyzstan
NJT4;NJT4;78.23824;42.40556;2075.81091;961785.1326;4619203.918;4280374.08;Kyrgyzstan
NKR4;NKRA;79.20992;42.66455;2198.88482;879688.5116;4615826.765;4301663.744;Kyrgyzstan
NKU4;NKUR;78.28418;43.01338;1761.58755;948732.1433;4574889.641;4329790.689;Kazakhstan
NOVM;NOVM;82.90949305;55.03050095;150.06322;452260.7491;3635877.583;5203453.322;Russia
NRIL;NRIL;88.35978;69.36183;47.92152;#Н/Д;#Н/Д;#Н/Д;Russia
NRIL;NRIL;88.35978;69.36183;47.92152;#Н/Д;#Н/Д;#Н/Д;Russia
NRK4;NRKK;74.68952;41.82023;2358.48437;1257428.795;4593083.191;4232316.85;Kyrgyzstan
NRK5;NRKK;74.68948;41.82022;2358.6938;1257432.005;4593083.021;4232316.397;Kyrgyzstan
NRK6;NRKK;74.6897;41.82028;2350.82038;1257412.229;4593078.186;4232315.644;Kyrgyzstan
NRKK;NRKK;74.68966;41.82027;2351.86051;1257415.369;4593078.966;4232315.488;Kyrgyzstan
NSB4;NSBK;73.76286;40.87965;1586.89237;1350686.918;4637871.004;4153365.394;Kyrgyzstan
NSB5;NSBK;73.76289;40.87967;1587.22985;1350684.249;4637870.698;4153367.108;Kyrgyzstan
NSB6;NSBK;73.76287;40.87964;1587.17054;1350686.34;4637871.901;4153365.006;Kyrgyzstan
NSBK;NSBK;73.763;40.87958;1590.23732;1350678.168;4637881.201;4153362.081;Kyrgyzstan
NSO4;NSO4;74.29195;42.80462;860.09798;1269035.912;4512304.757;4312186.681;Kyrgyzstan
NSO5;NSO4;74.29197;42.80465;859.70987;1269033.423;4512302.525;4312189.154;Kyrgyzstan
NTE4;NTEM;79.20995;43.13847;1905.29284;872933.9111;4580398.856;4340042.139;Kazakhstan
NTP4;NTP4;78.37423;42.68404;1640.74959;946538.0634;4600665.618;4302877.862;Kyrgyzstan
NUR4;NURT;70.03899;41.52627;1732.69426;1632940.626;4495983.939;4207504.398;Uzbekistan
NVSK;NVSK;83.23545;54.84061;123.10005;433605.4014;3655558.549;5191286.687;Russia
OBO4;OBOB;75.84929;41.43301;2093.91364;1171143.381;4645112.746;4199982.475;Kyrgyzstan
OBO5;OBOB;75.84925;41.43301;2092.85672;1171146.061;4645110.754;4199982.324;Kyrgyzstan
OBOB;OBOB;75.84927;41.43299;2092.95408;1171144.856;4645112.75;4199980.611;Kyrgyzstan
OGI4;OGIN;74.54938;42.04027;2182.77259;1264272.26;4574120.704;4250388.655;Kyrgyzstan
OGIN;OGIN;74.54946;42.04033;2183.66559;1264264.002;4574118.757;4250394.454;Kyrgyzstan
OKI4;KOKI;73.93308;41.38292;1429.87311;1326692.508;4606412.413;4195369.97;Kyrgyzstan
OKT1;OKTO;67.66979;40.29045;334.44905;1851148.942;4506801.889;4102857.482;Uzbekistan
ONA4;ONAR;75.98262;41.57681;2533.02509;1157846.123;4637872.066;4212238.628;Kyrgyzstan
ONA5;ONAR;75.98259;41.57683;2533.49837;1157847.578;4637870.4;4212240.758;Kyrgyzstan
ONA7;ONAR;75.98262;41.5768;2531.99181;1157846.098;4637872.301;4212236.814;Kyrgyzstan
OREL;OREL;74.68314;42.72109;1274.63095;1239943.676;4527235.484;4305654.719;Kyrgyzstan
ORG4;ORGO;77.9191;42.43987;1662.72415;986898.183;4610962.298;4282909.477;Kyrgyzstan
ORGO;ORGO;77.91843;42.44018;1667.93323;986947.8717;4610931.523;4282938.785;Kyrgyzstan
OSH4;OSHQ;72.74308;40.52203;974.38271;1440562.383;4637390.32;4122852.555;Kyrgyzstan
OSH5;OSHQ;72.74306;40.52203;974.2386;1440563.983;4637389.819;4122852.343;Kyrgyzstan
OSH6;OSHQ;72.74306;40.52203;974.12466;1440563.676;4637389.233;4122852.933;Kyrgyzstan
OSHK;OSHK;72.77749;40.52993;1013.30658;1437616.241;4637737.999;4123545.425;Kyrgyzstan
OSHK;OSHK;72.7775;40.52993;1013.30658;1437616.241;4637737.999;4123545.425;Kyrgyzstan
OSHQ;OSHQ;72.74304;40.522;974.28741;1440565.912;4637390.969;4122850.504;Kyrgyzstan
OTM4;OTMK;73.2009;42.23492;2839.43528;1367512.888;4529675.84;4266867.645;Kyrgyzstan
OTM5;OTMK;73.2009;42.23492;2839.43528;1367512.749;4529674.401;4266868.391;Kyrgyzstan
OTM6;OTMK;73.20089128;42.2349177;2838.71362;1367512.676;4529675.161;4266867.427;Kyrgyzstan
OTMK;OTMK;73.2009;42.23492;2839.43528;1367521.741;4529668.274;4266867.305;Kyrgyzstan
OYL4;OYLD;81.90672;48.27117;691.68543;598860.8221;4211356.957;4737515.025;Kazakhstan
OYL5;OYLD;81.90677;48.27119;691.51112;598857.1611;4211355.471;4737516.566;Kazakhstan
OYLD;OYLD;81.90676;48.27117;691.66236;598858.1621;4211357.515;4737514.837;Kazakhstan
OYT4;OYTL;74.07548;40.43551;1827.24621;1334231.058;4676255.985;4116096.673;Kyrgyzstan
OYT5;OYTL;74.07546;40.43551;1827.19529;1334232.577;4676255.511;4116096.646;Kyrgyzstan
OYT6;OYTL;74.07546;40.43549;1827.24904;1334233.127;4676256.528;4116095.407;Kyrgyzstan
OYTL;OYTL;74.07544;40.43548;1827.18533;1334234.347;4676256.995;4116094.442;Kyrgyzstan
PAK4;PAKB;75.13009;40.84828;3034.29328;1240507.086;4672039.947;4151677.109;Kyrgyzstan
PAK5;PAKB;75.13007;40.84828;3034.22811;1240508.803;4672039.79;4151676.664;Kyrgyzstan
PAK6;PAKB;75.13012;40.84829;3033.70701;1240504.484;4672039.196;4151677.823;Kyrgyzstan
PAKB;PAKB;75.1301;40.84828;3033.90003;1240506.039;4672039.977;4151676.823;Kyrgyzstan
PAN0;PAN0;80.04027;43.99381;486.64414;794959.0869;4527035.876;4407934.724;Kazakhstan
PCH4;PCHA;79.0602;42.39595;3702.54097;895786.8551;4634412.064;4280682.497;Kyrgyzstan
PCHA;PCHA;79.06025;42.39599;3701.99079;895781.6044;4634409.192;4280685.852;Kyrgyzstan
PDB4;PDB4;80.22776;43.7559;497.22081;783252.027;4547677.082;4388885.501;Kazakhstan
PGCH;PGCH;87.63042;43.91182;635.85991;190301.1242;4598799.062;4401479.358;China
PISH;I086;78.24623;37.5587;1391.64084;1031474.565;4957367.482;3867578.635;China
PKK4;PKKL;74.84443;42.35266;3453.43664;1234850.071;4558973.422;4276960.223;Kyrgyzstan
PKK5;PKKL;74.84433;42.35258;3453.47979;1234859.641;4558977.344;4276953.387;Kyrgyzstan
PKKL;PKKL;74.84466;42.35273;3454.18863;1234830.514;4558973.692;4276966.663;Kyrgyzstan
PKU4;PKUM;79.12806;43.95105;501.5664;867553.9397;4517056.508;4404525.614;Kazakhstan
PKZ4;PKZA;78.07594;43.20811;2892.6488;962467.6148;4557748.798;4346362.221;Kazakhstan
PODG;PODG;79.48491;43.32751;1287.10964;848234.6528;4569944.452;4354924.404;Kazakhstan
POK1;POKY;74.45867;42.14812;2947.01263;1269509.928;4564917.354;4259796.909;Kyrgyzstan
POK2;POKY;74.45867;42.14812;2947.01263;1269512.513;4564917.709;4259795.181;Kyrgyzstan
POK4;POKY;74.45867;42.14812;2947.01263;1269511.226;4564919.997;4259793.754;Kyrgyzstan
POK5;POKY;74.45867;42.14816;2947.07211;1269510.109;4564917.458;4259796.874;Kyrgyzstan
POKY;POKY;74.45867;42.14808;2946.03962;1269511.714;4564922.133;4259789.884;Kyrgyzstan
POL1;POL1;74.69273;42.6783;1694.04134;1240118.18;4530849.735;4302445.324;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL2;POL2;74.69427;42.67977;1714.2048;1239972.061;4530789.786;4302578.664;Kyrgyzstan
POL3;POL3;74.68631;42.68504;1561.78795;1240466.552;4530126.862;4302905.877;Kyrgyzstan
POL7;POL7;74.68319904;42.68294421;1530.78422;1240747.635;4530189.864;4302713.751;Kyrgyzstan
POL9;POL9;74.68858748;42.68217354;1604.22924;1240351.17;4530414.599;4302700.592;Kyrgyzstan
POLY;POLY;74.69075;42.68022;1686.7577;1240237.057;4530662.174;4302597.454;Kyrgyzstan
PPR4;PPR4;78.29223;42.5472;1721.96817;955222.7873;4609445.458;4291743.364;Kyrgyzstan
PSB4;PSBL;76.07162;42.19065;2666.04251;1139702.422;4595563.603;4263107.818;Kyrgyzstan
PSB5;PSBL;76.07158;42.19068;2665.76374;1139705.388;4595560.513;4263109.913;Kyrgyzstan
PSBL;PSBL;76.07156;42.19068;2665.64485;1139706.791;4595560.13;4263109.788;Kyrgyzstan
PSE4;PSEK;82.5983;50.35666;397.43807;525303.3369;4043669.722;4888501.456;Kazakhstan
PSE5;PSEK;82.59839;50.35667;397.88552;525297.0044;4043670.358;4888502.193;Kazakhstan
PSEK;PSEK;82.59837;50.35661;397.05578;525299.1466;4043674.678;4888497.358;Kazakhstan
PSH4;PSH4;78.92575;42.72085;2144.87929;901748.2006;4607204.576;4306225.85;Kyrgyzstan
PSM4;PSKM;70.31656;41.85995;1157.07982;1602691.208;4480222.364;4234801.11;Kazakhstan
PTO4;PTOK;78.86084;42.62001;1954.92981;908406.9193;4613495.01;4297857.963;Kyrgyzstan
PTOK;PTOK;78.86072;42.61995;1954.56325;908416.9274;4613497.41;4297852.741;Kyrgyzstan
PTU4;PTUZ;75.08758;40.57821;3468.5188;1249094.827;4690349.434;4129216.01;Kyrgyzstan
PTU5;PTUZ;75.08749;40.57817;3468.26438;1249102.265;4690349.941;4129212.809;Kyrgyzstan
PTU6;PTUZ;75.08753;40.57813;3466.71159;1249099.585;4690352.85;4129207.93;Kyrgyzstan
PTUZ;PTUZ;75.08752;40.57819;3468.37002;1249099.698;4690349.727;4129214.05;Kyrgyzstan
PUR4;PURB;73.62733;41.28815;2947.47545;1353536.092;4607032.368;4188466.796;Kyrgyzstan
PURB;PURB;73.6273;41.28817;2947.30657;1353538.416;4607030.514;4188467.874;Kyrgyzstan
QIAE;I083;76.0268;38.34071;2904.82634;1210077.23;4863043.985;3936978.238;China
QIAK;QIAK;75.40412;40.09416;2604.28139;1231768.645;4730224.471;4087666.478;China
QIMO;QIMO;85.53844;38.08073;1220.19922;391119.1437;5012632.09;3913254.081;China
QIQI;QIQI;76.97792;40.84425;2830.74164;1089242.769;4709746.373;4151204.789;China
RAL4;ARAL;74.25172;41.9118;1583.2472;1290488.461;4576250.248;4239376.119;Kyrgyzstan
RAS4;ARAS;82.30601;46.12141;692.87568;592975.8338;4389209.026;4575111.04;Kazakhstan
RAS5;ARAS;82.30595;46.12136;691.86338;592980.6429;4389211.952;4575106.237;Kazakhstan
RCK4;RCKD;75.40735;42.14495;2134.91192;1193663.986;4584959.391;4258987.78;Kyrgyzstan
RCK5;RCKD;75.40742;42.14494;2134.31297;1193658.814;4584961.565;4258986.003;Kyrgyzstan
RCKD;RCKD;75.40733;42.14487;2134.83759;1193667.103;4584964.598;4258981.235;Kyrgyzstan
RGA4;RGAI;75.19523;43.17401;1367.96909;1190687.437;4505051.684;4342556.104;Kazakhstan
RKA4;RKAI;79.14195;41.96372;2509.54707;895082.2932;4666492.817;4244286.266;Kyrgyzstan
RKR1;RKRK;74.74211;41.72601;2633.73;1255109.437;4601156.989;4224691.219;Kazakhstan
RKR4;RKRK;74.74211;41.72601;2633.73;1255101.576;4601162.017;4224692.475;Kazakhstan
RKR5;RKRK;74.74212;41.72601;2633.44711;1255100.599;4601162.063;4224692.289;Kazakhstan
RKRK;RKRK;74.74208;41.72598;2633.88333;1255104.598;4601163.269;4224690.516;Kazakhstan
RKT4;RKTS;79.06584;42.12103;2579.36363;899070.2225;4653857.045;4257314.538;Kyrgyzstan
RKTS;RKTS;79.06579;42.12103;2579.30512;899073.2848;4653856.381;4257314.51;Kyrgyzstan
RSO4;RSON;75.37032;41.75988;3005.41166;1204015.666;4612490.663;4227747.739;Kyrgyzstan
RSO5;RSON;75.37032;41.75987;3005.46233;1204016.45;4612490.849;4227747.367;Kyrgyzstan
RSO6;RSON;75.37032;41.75988;3005.32078;1204016.226;4612489.968;4227748.162;Kyrgyzstan
RSON;RSON;75.37027;41.75986;3004.21189;1204020.707;4612489.632;4227745.763;Kyrgyzstan
RSR4;RSRB;75.73191;41.69715;2419.43406;1175918.869;4624069.091;4222156.067;Kyrgyzstan
RSR5;RSRB;75.73189;41.69723;2421.6844;1175919.442;4624064.679;4222164.306;Kyrgyzstan
RSR6;RSRB;75.73187;41.69732;2421.13439;1175918.888;4624057.659;4222171.268;Kyrgyzstan
RSRB;RSRB;75.7319;41.69718;2420.31981;1175918.927;4624067.911;4222158.944;Kyrgyzstan
RTA1;RTAM;77.49636;42.06971;2220.84867;1026967.729;4630958.532;4252843.095;Kazakhstan
RTA4;RTAM;77.49644;42.06973;2222.17371;1026961.213;4630959.855;4252845.186;Kazakhstan
RTAM;RTAM;77.49635;42.06971;2220.6109;1026967.746;4630958.355;4252842.911;Kazakhstan
RTC4;RTCH;70.39135;39.86368;1972.99129;1645731.718;4619542.58;4067643.276;Kyrgyzstan
RTC5;RTCH;70.39134;39.86369;1972.97133;1645731.95;4619541.539;4067644.326;Kyrgyzstan
RTCH;RTCH;70.39135;39.86372;1972.68778;1645730.034;4619539.208;4067647.283;Kyrgyzstan
RTE4;RTER;74.58557;40.38339;2924.65218;1293766.42;4692372.628;4112399.635;Kazakhstan
RTE7;RTER;74.58554;40.38339;2923.80451;1293767.954;4692371.082;4112399.593;Kazakhstan
RTEN;RTEN;80.866;46.08138;753.70454;703606.1369;4376128.274;4572069.759;Kazakhstan
RTER;RTER;74.58557;40.38342;2922.99214;1293765.704;4692368.846;4112401.576;Kazakhstan
RTR4;RTRL;72.66708;42.70639;2164.45288;1398967.485;4482493.126;4305058.415;Kazakhstan
RTS1;RTSS;78.90556;42.5476;2278.04577;905898.9928;4619779.491;4292151.72;Kyrgyzstan
RTS4;RTSS;78.90549;42.54762;2277.68797;905904.5212;4619776.469;4292153.279;Kyrgyzstan
RYB4;RYBA;76.10255;42.52326;2149.82366;1131149.603;4571634.656;4290072.356;Kazakhstan
RYB5;RYBA;76.10225;42.52338;2151.21451;1131171.841;4571621.002;4290082.999;Kazakhstan
RYB6;RYBA;76.10214;42.52345;2152.12467;1131179.484;4571614.215;4290089.525;Kazakhstan
RYB7;RYBA;76.10213;42.52346;2151.76723;1131179.067;4571613.099;4290090.321;Kazakhstan
RYBA;RYBA;76.1024;42.52331;2150.56286;1131161.626;4571628.201;4290076.834;Kazakhstan
SAK4;SAK4;76.71455;42.24971;1591.28774;1086868.469;4602996.489;4267245.26;Kyrgyzstan
SAL4;SHAL;82.54948;49.47047;625.1156;538547.0632;4118147.167;4825198.441;Kazakhstan
SAL5;SHAL;82.54952;49.47046;625.00574;538544.1386;4118148.661;4825197.357;Kazakhstan
SAN1;SANZ;68.24618;39.69385;1942.40355;1821962.966;4565890.557;4053125.483;Kazakhstan
SAN4;SAND;70.88102;41.69669;1542.63569;1562528.258;4507480.891;4221534.801;Kyrgyzstan
SAN5;SAND;70.88112;41.69658;1541.92941;1562522.332;4507490.683;4221525.501;Kyrgyzstan
SAN6;SAND;70.88127;41.69656;1541.81861;1562511.562;4507495.877;4221523.785;Kyrgyzstan
SAND;SAND;70.881;41.69665;1542.10006;1562530.421;4507482.871;4221531.162;Kyrgyzstan
SAR4;SARM;85.79373;49.19274;940.34777;306361.0908;4165598.358;4805305.676;Kazakhstan
SAR5;SARM;85.79375;49.19276;940.18533;306359.3716;4165596.162;4805307.459;Kazakhstan
SARM;SARM;85.79375;49.19272;940.29104;306359.3585;4165599.739;4805304.52;Kazakhstan
SARY;SARY;71.70065;40.77368;350.88113;1518827.909;4592681.194;4143650.466;Uzbekistan
SAS4;SASH;78.97238;42.75119;1963.8647;897535.0655;4605560.906;4308579.14;Kyrgyzstan
SAS5;SASH;78.97235;42.75124;1965.03377;897537.0404;4605557.651;4308583.908;Kyrgyzstan
SAS6;SASH;78.97242;42.7511;1962.42625;897533.1602;4605567.275;4308570.647;Kyrgyzstan
SASH;SASH;78.97241;42.75116;1963.06885;897533.4033;4605563.515;4308575.792;Kyrgyzstan
SATY;SATY;78.40838;43.0568;1465.54951;938107.4953;4573498.236;4333115.044;Kazakhstan
SAY4;SARY;71.70057;40.77365;350.72345;1518834.989;4592680.678;4143648.221;Uzbekistan
SBA4;SBAN;80.11685;42.50337;2555.4586;808642.6424;4641371.565;4288716.934;Kazakhstan
SDT4;SDYT;81.18572;47.38062;1182.51722;663103.747;4276339.169;4671390.917;Kazakhstan
SDT5;SDYT;81.18572;47.38059;1182.25893;663104.4699;4276341.052;4671388.752;Kazakhstan
SDY4;SDYK;74.15246;42.05205;1869.6795;1295626.402;4564185.554;4251150.864;Kyrgyzstan
SDYK;SDYK;74.15249;42.05211;1869.87202;1295622.419;4564182.715;4251155.595;Kyrgyzstan
SDYT;SDYT;81.1857;47.38058;1181.77091;663105.8054;4276341.951;4671387.085;Kazakhstan
SE01;SE01;76.79557;43.22949;738.34285;1063338.718;4531992.273;4346618.492;Kazakhstan
SE02;SE02;76.61029;43.03602;1664.70486;1081549.259;4543485.593;4331563.619;Kazakhstan
SE03;SE03;77.04679;43.16343;1564.44166;1044719.397;4542094.057;4341833.14;Kazakhstan
SE04;SE04;78.16869;43.48801;771.35494;950393.9858;4536893.082;4367525.852;Kazakhstan
SE05;SATY;78.40838;43.0568;1465.5525;938107.5432;4573498.244;4333115.043;Kazakhstan
SE06;CHLK;78.37318;43.52911;712.06003;933553.3089;4537134.437;4370797.281;Kazakhstan
SE07;SE07;77.63341;43.30894;1289.24858;995746.1978;4541537.767;4353423.964;Kazakhstan
SE08;SE08;77.11247;43.2307;1436.72206;1038349.824;4538210.559;4347194.584;Kazakhstan
SE09;SE09;76.99759;43.85394;502.58227;1036560.153;4488974.604;4396750.988;Kazakhstan
SE10;KAST;75.96483;43.04394;1382.01607;1132467.321;4530230.584;4332013.775;Kazakhstan
SE11;SE11;76.42663;43.12981;1122.87291;1094343.38;4532690.809;4338805.471;Kazakhstan
SEL2;SE03;77.04694;43.16381;1580.6938;1044702.795;4542080.848;4341874.587;Kazakhstan
SELE;SELE;77.0169;43.17873;1342.00557;1046790.876;4540256.764;4342920.584;Kazakhstan
SEM4;SEMS;76.04539;42.27524;1915.62134;1140149.569;4588370.393;4269563.169;Kyrgyzstan
SEMI;SEMI;85.62647;51.01417;1488.32869;306691.727;4010030.779;4935693.472;Kyrgyzstan
SEMS;SEMS;76.0454;42.27529;1915.41272;1140147.481;4588367.147;4269566.888;Kyrgyzstan
